date,commentaire,startDate,endDate,evenement
1880," ouverture du Musée Carnavalet, consacré-l'histoire de Paris",1880.0,1880.0,Éclairage électrique des grands boulevards.
1889,,1889.0,1889.0,1889 : parution du premier annuaire des abonnés au téléphone du département de la Seine.
1891,,1891.0,1891.0,ouverture du Casino de Paris.
1892,,1892.0,1892.0,"<time class=""nowrap date-lien"" datetime=""1892-11-08"" data-sort-value=""1892-11-08"">8 novembre</time> : nouvel attentat anarchiste au commissariat de police du <abbr class=""abbr"" title=""Neuvième"">9<sup>e</sup></abbr> arrondissement, rue des Bons-Enfants (5 morts)."
1893,,1893.0,1893.0,11 avril : inauguration de l'Olympia.
1894,,1894.0,1894.0,"<time class=""nowrap date-lien"" datetime=""1894-06-16"" data-sort-value=""1894-06-16"">16 juin</time> et <time class=""nowrap date-lien"" datetime=""1894-06-23"" data-sort-value=""1894-06-23"">23 juin</time> : tenue à la Sorbonne du « Congrès pour le rétablissement des Jeux olympiques »."
1895,,1895.0,1895.0,"<time class=""nowrap date-lien"" datetime=""1895-12-28"" data-sort-value=""1895-12-28"">28 décembre</time> : première séance publique de cinéma par les frères Lumière, au salon indien du Grand Café."
1896,,1896.0,1896.0,Disparition des lichens du jardin du Luxembourg en raison de la pollution.
1897,,1897.0,1897.0,"<time class=""nowrap date-lien"" datetime=""1897-07-18"" data-sort-value=""1897-07-18"">18 juillet</time> : inauguration du Parc des Princes."
1898,,1898.0,1898.0,inauguration du Jardin des Serres d'Auteuil.
1899,,1899.0,1899.0,"Fondation par et pour des ouvriers de la première université populaire de France, rue du Faubourg-Saint-Antoine."
1900,,1900.0,1900.0,"<time class=""nowrap date-lien"" datetime=""1900-07-19"" data-sort-value=""1900-07-19"">19 juillet</time> : inauguration de la première ligne de métro entre Vincennes et la porte Maillot."
1901, inauguration de la gare de Lyon-de son restaurant <i>Le Train Bleu</i>,1901.0,1901.0,"<time class=""nowrap date-lien"" datetime=""1903-08-10"" data-sort-value=""1903-08-10"">10 août</time> : accident dans le métro à la station Couronnes (84 morts)."
1904,,1904.0,1904.0,"<time class=""nowrap date-lien"" datetime=""1904-10-19"" data-sort-value=""1904-10-19"">19 octobre</time> : ouverture de la ligne 3 du métro entre Villiers et Père Lachaise."
1905,,1905.0,1905.0,29 mai : inauguration du Musée des Arts Décoratifs dans l'aile Marsan du Louvre.
1906,,1906.0,1906.0,"<time class=""nowrap date-lien"" datetime=""1906-06-02"" data-sort-value=""1906-06-02"">2 juin</time> : ouverture de la ligne 5 du métro entre la gare d'Orléans et la place d'Italie."
1907,,1907.0,1907.0,"3 octobre : inauguration de la Salle Gaveau, dédiée à la musique classique."
1908,,1908.0,1908.0,"<time class=""nowrap date-lien"" datetime=""1908-04-21"" data-sort-value=""1908-04-21"">21 avril</time> : ouverture de la ligne 4 du métro entre la porte de Clignancourt et Châtelet."
1909,,1909.0,1909.0,"<time class=""nowrap date-lien"" datetime=""1909-09-13"" data-sort-value=""1909-09-13"">13 septembre</time> : mise en place de la première rue à sens unique, rue de Mogador."
1910,,1910.0,1910.0,"décembre : ouverture de l'Hôtel Lutetia, premier palace situé Rive Gauche."
1911,,1911.0,1911.0,"<time class=""nowrap date-lien"" datetime=""1911-12-21"" data-sort-value=""1911-12-21"">21 décembre</time> : première « attaque de banque » utilisant la voiture automobile, perpétrée par la « bande à Bonnot »."
1912,,1912.0,1912.0,"<time class=""nowrap date-lien"" datetime=""1912-02-04"" data-sort-value=""1912-02-04"">4 février</time> : saut mortel de l'inventeur Franz Reichelt depuis le premier étage de la tour Eiffel."
1913,,1913.0,1913.0,"<time class=""nowrap date-lien"" datetime=""1913-12-24"" data-sort-value=""1913-12-24"">24 décembre</time> : premier sapin de Noël géant, avenue des Champs-Élysées."
1914,,1914.0,1914.0,"<time class=""nowrap date-lien"" datetime=""1914-09-06"" data-sort-value=""1914-09-06"">6 septembre</time> : réquisition des taxis parisiens, les fameux « taxis de la Marne », par l'armée pour assurer le transport de troupes vers le front."
1915,,1915.0,1915.0,"<time class=""nowrap date-lien"" datetime=""1915-09-10"" data-sort-value=""1915-09-10"">10 septembre</time> : premier numéro de l'hebdomadaire satirique parisien <i>Le Canard enchaîné</i>."
1916,,1916.0,1916.0,"<time class=""nowrap date-lien"" datetime=""01-29"" data-sort-value=""01-29"">29</time> au <time class=""nowrap date-lien"" datetime=""1916-01-31"" data-sort-value=""1916-01-31"">31 janvier</time> : série de bombardements aériens allemands depuis des zeppelins (26 morts)."
1918,,1918.0,1918.0,"<time class=""nowrap date-lien"" datetime=""1918-10"" data-sort-value=""1918-10"">octobre</time> à <time class=""nowrap date-lien"" datetime=""1918-12"" data-sort-value=""1918-12"">décembre</time> : pic de l'épidémie de grippe espagnole à Paris, des centaines de morts."
1919,,1919.0,1919.0,"<time class=""nowrap date-lien"" datetime=""1919-10-16"" data-sort-value=""1919-10-16"">16 octobre</time> : consécration de la basilique du Sacré-Cœur de Montmartre, dont les travaux durent encore jusqu'en 1923."
1920,,1920.0,1920.0,La population atteint un maximum historique de 2 900 000 habitants.
1921,,1921.0,1921.0,Premier concert diffusé par l'émetteur de la Tour Eiffel
1923,,1923.0,1923.0,Premier salon des arts ménagers au Champ-de-Mars en octobre
1924,,1924.0,1924.0,"<time class=""nowrap date-lien"" datetime=""1924-05-04"" data-sort-value=""1924-05-04"">4 mai</time> au <time class=""nowrap date-lien"" datetime=""1924-07-27"" data-sort-value=""1924-07-27"">27 juillet</time> : Paris accueille les jeux de la <abbr class=""abbr"" title=""Huitième"">VIII<sup>e</sup></abbr> olympiade, ouverts par le président Gaston Doumergue."
1925,,1925.0,1925.0,"<time class=""nowrap date-lien"" datetime=""1925-04-28"" data-sort-value=""1925-04-28"">28 avril</time> au <time class=""nowrap date-lien"" datetime=""1925-10-25"" data-sort-value=""1925-10-25"">25 octobre</time> : exposition internationale des Arts décoratifs et industriels modernes."
1926,,1926.0,1926.0,"<time class=""nowrap date-lien"" datetime=""1926-07-16"" data-sort-value=""1926-07-16"">16 juillet</time> : inauguration de la grande mosquée de Paris, première mosquée de France métropolitaine."
1927,,1927.0,1927.0,"<time class=""nowrap date-lien"" datetime=""1927-10-18"" data-sort-value=""1927-10-18"">18 octobre</time> : inauguration de la salle Pleyel, dédiée à la musique symphonique."
1928,,1928.0,1928.0,Inauguration de l'Institut d'Art et d'Archéologie.
1930, ouverture de la Maison de la Mutualité,1930.0,1930.0,"<time class=""nowrap date-lien"" datetime=""1931-05-06"" data-sort-value=""1931-05-06"">6 mai</time> au <time class=""nowrap date-lien"" datetime=""1931-11-15"" data-sort-value=""1931-11-15"">15 novembre</time> : exposition coloniale internationale à la porte Dorée (palais des Colonies) et dans le bois de Vincennes."
1932, ouverture du cinéma Le Grand Rex,1932.0,1932.0,"<time class=""nowrap date-lien"" datetime=""1934-07-22"" data-sort-value=""1934-07-22"">22 juillet</time> : fin du trafic voyageurs sur la ligne de Petite Ceinture, désormais réservée au transport de marchandises."
1936,,1936.0,1936.0,décembre : ouverture du Musée Nissim-de-Camondo.
1937,,1937.0,1937.0,"<time class=""nowrap date-lien"" datetime=""1937-05-25"" data-sort-value=""1937-05-25"">25 mai</time> au <time class=""nowrap date-lien"" datetime=""1937-11-25"" data-sort-value=""1937-11-25"">25 novembre</time> : Exposition universelle sur le thème des « Arts et des Techniques appliqués à la Vie moderne ». À cette occasion, ouverture du Palais de Chaillot au Trocadéro et du Palais de la découverte au Grand Palais."
1938,,1938.0,1938.0,"<time class=""nowrap date-lien"" datetime=""1940-11-11"" data-sort-value=""1940-11-11"">11 novembre</time> : manifestation étudiante contre l'occupant sur les Champs-Élysées, réprimée."
1941,,1941.0,1941.0,"<time class=""nowrap date-lien"" datetime=""1941-12-14"" data-sort-value=""1941-12-14"">14 décembre</time> : 100 otages fusillés par les Allemands."
1942,,1942.0,1942.0,"<time class=""nowrap date-lien"" datetime=""07-16"" data-sort-value=""07-16"">16</time> et <time class=""nowrap date-lien"" datetime=""1942-07-17"" data-sort-value=""1942-07-17"">17 juillet</time> : grande rafle de plus de 13 000 juifs parisiens, détenus au vélodrome d'Hiver puis internés au camp de Drancy."
1943,,1943.0,1943.0,"<time class=""nowrap date-lien"" datetime=""1943-09-15"" data-sort-value=""1943-09-15"">15 septembre</time> : bombardement allié sur Paris et sa banlieue (291 morts)."
1944,,1944.0,1944.0,"<time class=""nowrap date-lien"" datetime=""1945-05-08"" data-sort-value=""1945-05-08"">8 mai</time> : célébration de la capitulation de l'Allemagne. <i>La Marseillaise</i> entonnée par la cantatrice Lily Pons au balcon de l'Opéra Garnier, devant 250 000 personnes."
1946,,1946.0,1946.0,20 juin : ouverture du cabaret du Lido sur les Champs Elysées.
1947,,1947.0,1947.0,"<time class=""nowrap date-lien"" datetime=""1947-02-12"" data-sort-value=""1947-02-12"">12 février</time> : premier défilé de haute couture (Christian Dior)."
1948,,1948.0,1948.0,10 décembre: l'Assemblée Générale des Nations Unies adopte la Déclaration Universelle des Droits de l'Homme au Palais de Chaillot.
1949,,1949.0,1949.0,"<time class=""nowrap date-lien"" datetime=""1949-01-01"" data-sort-value=""1949-01-01"">1<sup>er</sup> janvier</time> : création de la Régie autonome des transports parisiens."
1951,,1951.0,1951.0,"<time class=""nowrap date-lien"" datetime=""1951-07-06"" data-sort-value=""1951-07-06"">6 juillet</time> : célébration du bimillénaire de Paris."
1952,,1952.0,1952.0,"<time class=""nowrap date-lien"" datetime=""1952-05-28"" data-sort-value=""1952-05-28"">28 mai</time> : répression d'une manifestation communiste contre la visite du général américain Ridgway (2 morts)."
1953,,1953.0,1953.0,"<time class=""nowrap date-lien"" datetime=""1953-07-14"" data-sort-value=""1953-07-14"">14 juillet</time> : répression d'une manifestation organisée par le MTLD en faveur de l'indépendance de l'Algérie (7 morts)."
1956,,1956.0,1956.0,30 janvier : Jumelage de Paris avec Rome
1957,,1957.0,1957.0,"inauguration du palais de l'OTAN, devenu depuis 1968 le siège de l'Université Paris-Dauphine."
1958,,1958.0,1958.0,"<time class=""nowrap date-lien"" datetime=""1958-11-03"" data-sort-value=""1958-11-03"">3 novembre</time> : inauguration de la maison de l'Unesco, siège de l'Organisation des Nations unies pour l'éducation, la science et la culture, derrière l'École militaire."
1959,,1959.0,1959.0,construction du Palais des Sports.
1960,,1960.0,1960.0,"<time class=""nowrap date-lien"" datetime=""07-06"" data-sort-value=""07-06"">6</time> au <time class=""nowrap date-lien"" datetime=""1960-07-10"" data-sort-value=""1960-07-10"">10 juillet</time> : plusieurs matchs du championnat d'Europe de football au Parc des Princes."
1961,,1961.0,1961.0,"<time class=""nowrap date-lien"" datetime=""1961-10-17"" data-sort-value=""1961-10-17"">17 octobre</time> : répression d'une manifestation nocturne organisée par le FLN en faveur de l'indépendance de l'Algérie (entre 30 et 98 morts)."
1962,,1962.0,1962.0,"<time class=""nowrap date-lien"" datetime=""1963-12-14"" data-sort-value=""1963-12-14"">14 décembre</time> : inauguration de la maison de la Radio."
1965,,1965.0,1965.0,"<time class=""nowrap date-lien"" datetime=""1965-04-06"" data-sort-value=""1965-04-06"">6 avril</time> : les voitures parisiennes seront désormais immatriculées en « 75 »."
1967,,1967.0,1967.0,"<time class=""nowrap date-lien"" datetime=""1967-11-29"" data-sort-value=""1967-11-29"">29 novembre</time> : inauguration de l'autoroute du Nord."
1968,,1968.0,1968.0,"14 décembre : mise en service du premier tronçon du RER, de Nation à Boissy-Saint-Léger."
1970,,1970.0,1970.0,fondation du club de football du Paris-Saint-Germain.
1971,,1971.0,1971.0,"<time class=""nowrap date-lien"" datetime=""1971-09-15"" data-sort-value=""1971-09-15"">15 septembre</time> : mise en service du premier horodateur à Paris."
1972,,1972.0,1972.0,"<time class=""nowrap date-lien"" datetime=""1972-11-28"" data-sort-value=""1972-11-28"">28 novembre</time> : dernières exécutions à Paris : Roger Bontems et Claude Buffet sont guillotinés à la prison de la Santé."
1973,,1973.0,1973.0,Première édition de la Paris Fashion Week ou <i>Semaine de la Mode</i>.
1974,,1974.0,1974.0,"<time class=""nowrap date-lien"" datetime=""1974-09-15"" data-sort-value=""1974-09-15"">15 septembre</time> : attentat à la grenade dans un drugstore du boulevard Saint-Germain, attribué au terroriste vénézuélien Carlos (2 morts)."
1975,,1975.0,1975.0,"<time class=""nowrap date-lien"" datetime=""1975-07-20"" data-sort-value=""1975-07-20"">20 juillet</time> : première arrivée du Tour de France sur les Champs-Élysées."
1976,,1976.0,1976.0,"<time class=""nowrap date-lien"" datetime=""1976-12-24"" data-sort-value=""1976-12-24"">24 décembre</time> : assassinat en pleine rue du député Jean de Broglie, revendiqué par le groupe Charles-Martel."
1977,,1977.0,1977.0,"<time class=""nowrap date-lien"" datetime=""1977-12-08"" data-sort-value=""1977-12-08"">8 décembre</time> : inauguration de la gare de Châtelet - Les Halles. Mises en service officielles de la ligne A et de la ligne B du RER."
1978,,1978.0,1978.0,"<time class=""nowrap date-lien"" datetime=""1978-07-31"" data-sort-value=""1978-07-31"">31 juillet</time> : prise d'otages à l'ambassade d'Irak par des militants de l'OLP (2 morts)."
1979,,1979.0,1979.0,"<time class=""nowrap date-lien"" datetime=""1979-11-02"" data-sort-value=""1979-11-02"">2 novembre</time> : mort du criminel Jacques Mesrine, abattu par les policiers de la Brigade de recherche et d'intervention du commissaire Broussard à la porte de Clignancourt."
1980,,1980.0,1980.0,"<time class=""nowrap date-lien"" datetime=""1980-10-03"" data-sort-value=""1980-10-03"">3 octobre</time> : attentat à la bombe contre la synagogue de la rue Copernic (4 morts)."
1981,,1981.0,1981.0,"<time class=""nowrap date-lien"" datetime=""1981-09-24"" data-sort-value=""1981-09-24"">24 septembre</time> : attaque du consulat de Turquie par un commando de l'Asala (1 mort)."
1982,,1982.0,1982.0,"<time class=""nowrap date-lien"" datetime=""1982-08-09"" data-sort-value=""1982-08-09"">9 août</time> : attaque antisémite dans un restaurant de la rue des Rosiers (6 morts)."
1983,,1983.0,1983.0,"<time class=""nowrap date-lien"" datetime=""03-06"" data-sort-value=""03-06"">6</time> et <time class=""nowrap date-lien"" datetime=""1983-03-13"" data-sort-value=""1983-03-13"">13 mars</time> : les élections municipales sont remportées par les listes conduites par Jacques Chirac, réélu maire le <time class=""nowrap date-lien"" datetime=""1983-03-21"" data-sort-value=""1983-03-21"">21 mars</time>."
1984,,1984.0,1984.0,"<time class=""nowrap date-lien"" datetime=""06-12"" data-sort-value=""06-12"">12</time> au <time class=""nowrap date-lien"" datetime=""1984-06-27"" data-sort-value=""1984-06-27"">27 juin</time> : plusieurs matchs du championnat d'Europe de football au Parc des Princes, dont la finale victorieuse de l'équipe de France."
1985,,1985.0,1985.0,23 septembre : ouverture du Musée Picasso dans l'Hôtel Salé.
1986,,1986.0,1986.0,"<time class=""nowrap date-lien"" datetime=""1986-12-09"" data-sort-value=""1986-12-09"">9 décembre</time> : inauguration du musée d'Orsay, réaménagement de l'ancienne gare d'Orsay, consacré aux arts de la deuxième moitié du <abbr class=""abbr"" title=""19ᵉ siècle""><span>XIX</span><sup style=""font-size:72%"">e</sup></abbr> siècle"
1987,,1987.0,1987.0,"<time class=""nowrap date-lien"" datetime=""1987-11-30"" data-sort-value=""1987-11-30"">30 novembre</time> : inauguration de l'Institut du monde arabe."
1988,,1988.0,1988.0,"<time class=""nowrap date-lien"" datetime=""1988-10-22"" data-sort-value=""1988-10-22"">22 octobre</time> : incendie criminel du cinéma Saint-Michel par des intégristes catholiques."
1989,,1989.0,1989.0,"<time class=""nowrap date-lien"" datetime=""1989-09-24"" data-sort-value=""1989-09-24"">24 septembre</time> : inauguration du premier tronçon de la ligne à grande vitesse entre Paris et Tours."
1991,,1991.0,1991.0,"<time class=""nowrap date-lien"" datetime=""1991-12-10"" data-sort-value=""1991-12-10"">10 décembre</time> : inscription des Berges de la Seine au Patrimoine mondial de l'UNESCO."
1992,,1992.0,1992.0,Ouverture du parc André-Citroën.
1993,,1993.0,1993.0,"<time class=""nowrap date-lien"" datetime=""1993-05-23"" data-sort-value=""1993-05-23"">23 mai</time> : inauguration du premier tronçon de la ligne à grande vitesse entre Paris et Lille."
1994,,1994.0,1994.0,14 novembre : début des liaisons Eurostar entre Paris et Londres.
1995,,1995.0,1995.0,"<time class=""nowrap date-lien"" datetime=""1995-10-17"" data-sort-value=""1995-10-17"">17 octobre</time> : nouvel attentat terroriste entre les stations du musée d'Orsay et Saint-Michel de la ligne C du RER."
1996,,1996.0,1996.0,"<time class=""nowrap date-lien"" datetime=""1996-12-17"" data-sort-value=""1996-12-17"">17 décembre</time> : inauguration et ouverture au public de la <i>Très Grande Bibliothèque</i>, rebaptisée bibliothèque François-Mitterrand, sur le site de Tolbiac."
1997,,1997.0,1997.0,"<time class=""nowrap date-lien"" datetime=""1997-08-31"" data-sort-value=""1997-08-31"">31 août</time> : mort de Diana Spencer, princesse de Galles, à la suite d'un accident de voiture dans le tunnel du pont de l'Alma."
1998,,1998.0,1998.0,"<time class=""nowrap date-lien"" datetime=""1998-10-15"" data-sort-value=""1998-10-15"">15 octobre</time> : ouverture de la ligne 14 du métro, dite « <i>Meteor</i> », entre Madeleine et Bibliothèque François-Mitterrand, complètement automatique."
1999,,1999.0,1999.0,"27 décembre : une violente tempête balaye la France. Vent à <span title=""46,944 482 m/s"">169</span> <abbr class=""abbr"" title=""kilomètre par heure"">km/h</abbr> (record) à Paris. Plus de <span title=""61,111 16 m/s"">220</span> <abbr class=""abbr"" title=""kilomètre par heure"">km/h</abbr> au sommet de la tour Eiffel."
2000,,2000.0,2000.0,"<time class=""nowrap date-lien"" datetime=""2000-12-21"" data-sort-value=""2000-12-21"">21 décembre</time> : inauguration de l'hôpital européen Georges-Pompidou."
2001,,2001.0,2001.0,"<time class=""nowrap date-lien"" datetime=""2001-07-13"" data-sort-value=""2001-07-13"">13 juillet</time> : échec de la candidature parisienne à l'organisation des jeux olympiques d'été de 2008."
2002,,2002.0,2002.0,"<time class=""nowrap date-lien"" datetime=""2002-10-05"" data-sort-value=""2002-10-05"">5 octobre</time> : première édition de la « Nuit Blanche », qui met à l’honneur l’art contemporain tout au long de la nuit."
2003,,2003.0,2003.0,"<time class=""nowrap date-lien"" datetime=""2003-11"" data-sort-value=""2003-11"">novembre</time> : forum social européen, organisé par les altermondialistes."
2005,,2005.0,2005.0,"<time class=""nowrap date-lien"" datetime=""2005-07-06"" data-sort-value=""2005-07-06"">6 juillet</time> : échec de la candidature parisienne à l'organisation des jeux olympiques d'été de 2012, face à Londres."
2006,,2006.0,2006.0,"<time class=""nowrap date-lien"" datetime=""2006-12-16"" data-sort-value=""2006-12-16"">16 décembre</time> : inauguration de la ligne 3 du tramway, dit « tramway des Maréchaux », entre le pont du Garigliano et la porte d'Ivry. Retour du tramway après 70 ans d'absence."
2007,,2007.0,2007.0,ouverture de la première tranche du parc Clichy Batignolles.
2008,,2008.0,2008.0,11 octobre : ouverture du centre culturel CentQuatre dans l'ancienne halle des Pompes funèbres municipales.
2011,,2011.0,2011.0,"<time class=""nowrap date-lien"" datetime=""2011-12-05"" data-sort-value=""2011-12-05"">5 décembre</time> : lancement d'<i>Autolib'</i>, service public d'autopartage de voitures électriques en libre-service."
2012,,2012.0,2012.0,"<time class=""nowrap date-lien"" datetime=""2012-12-15"" data-sort-value=""2012-12-15"">15 décembre</time> : ouverture de la ligne 3b du tramway entre la porte de Vincennes et la porte de la Chapelle."
<time," datetime=""2013"" data-sort-value=""2013"" class=""date-lien"">2013</time><ul>Nuit du <time class=""nowrap date-lien"" datetime=""2013-01-09"" data-sort-value=""2013-01-09"">9</time> au <time class=""nowrap date-lien"" datetime=""2013-01-10"" data-sort-value=""2013-01-10"">10 janvier</time> triple assassinat de militantes kurdes dans le <abbr class=""abbr"" title=""Dixième"">X<sup>e</sup></abbr> arrondissement",,,15 décembre: ouverture du Musée de l'Histoire de l'Immigration dans le Palais de la Porte Dorée (ancien palais des Colonies).
2015,,2015.0,2015.0,"<time class=""nowrap date-lien"" datetime=""2015-11-30"" data-sort-value=""2015-11-30"">30 novembre</time> au <time class=""nowrap date-lien"" datetime=""2015-12-12"" data-sort-value=""2015-12-12"">12 décembre</time> : conférence  de Paris sur le climat, dite <i>COP21</i>, au parc des expositions du Bourget. Adoption du premier accord universel sur le climat."
2016,,2016.0,2016.0,"<time class=""nowrap date-lien"" datetime=""2016-10-19"" data-sort-value=""2016-10-19"">19 octobre</time> : inauguration de la cathédrale orthodoxe russe de la Sainte-Trinité et du centre spirituel et culturel associé."
2017,,2017.0,2017.0,13 septembre : Paris désignée par le CIO ville organisatrice des Jeux Olympiques de 2024.
<time," datetime=""2018"" data-sort-value=""2018"" class=""date-lien"">2018</time><ul><time class=""nowrap date-lien"" datetime=""2018-01"" data-sort-value=""2018-01"">janvier</time> crue de la Seine qui atteint 5,84 mètres le <time class=""nowrap date-lien"" datetime=""2018-01-29"" data-sort-value=""2018-01-29"">29 janvier</time>",,,octobre : ouverture du musée Yves-Saint-Laurent.
2019,,2019.0,2019.0,14 juin : ouverture au public de la Cité de l'Economie et de la Monnaie dans l'ancien hôtel Gaillard.
